EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
108569,114.498,18.75,73.548,37.209,-999,-999,-999,2.309,21.153,123.023,0.678,-0.338,-999,47.843,-0.476,-2.481,32.433,-0.925,1.538,36.339,0.984,214.113,1,42.747,-0.902,-0.591,-999,-999,-999,42.747,1.681611443,b
108570,117.629,66.912,91.429,6.124,-999,-999,-999,2.982,36.519,104.05,1.716,-1.396,-999,26.433,-0.331,3.102,45.358,1.316,0.616,29.017,-1.731,150.718,1,32.259,-1.789,0.64,-999,-999,-999,32.259,2.443677582,b
108571,102.563,11.191,52.663,226.195,-999,-999,-999,1.095,1.979,327.804,2.041,1.228,-999,32.882,-1.202,-3.111,67.124,-2.135,-2.539,129.894,-2.659,338.19,1,227.799,-1.804,0.46,-999,-999,-999,227.799,0.002653311,s
108572,113.701,4.332,50.05,184.217,-999,-999,-999,1.49,1.006,249.643,1.655,1.132,-999,24.315,-2.101,-0.137,40.236,-0.699,-0.644,121.938,-0.582,264.609,1,185.091,-1.997,2.605,-999,-999,-999,185.091,0.001502705,s
108573,-999,94.904,75.065,102.491,4.018,435.417,-2.329,1.817,2.343,208.583,2.271,-0.423,0.56,26.618,-1.177,-0.446,60.457,0.223,-1.605,85.926,-3.042,249.367,2,77.162,0.702,1.346,44.346,-3.315,0.099,121.509,0.744056247,b
108574,56.642,66.199,46.097,26.429,-999,-999,-999,1.655,26.429,66.838,2.081,-1.13,-999,21.697,-1.074,0.333,45.141,-1.09,1.987,24.392,-1.296,155.488,0,-999,-999,-999,-999,-999,-999,0,2.155817064,b
108575,87.455,4.023,66.467,26.49,-999,-999,-999,3.135,26.49,56.224,1.133,1.301,-999,26.356,-0.213,2.662,29.867,1.004,-0.227,20.492,-0.064,145.522,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108576,134.369,4.511,93.051,34.862,-999,-999,-999,2.734,0.527,119.316,0.843,1.21,-999,45.694,-0.75,-2.521,38.541,0.337,1.254,16.349,1.434,126.505,1,35.08,-2.323,-0.866,-999,-999,-999,35.08,0.018636117,s
108577,95.868,19.3,69.039,66.849,-999,-999,-999,1.993,46.746,164.52,1.281,0.294,-999,29.491,0.247,-1.232,37.775,1.786,0.036,23.788,0.691,200.997,1,97.254,1.737,2.528,-999,-999,-999,97.254,0.018636117,s
108578,63.17,12.895,39.213,61.471,-999,-999,-999,1.617,61.471,52.37,0.991,0.511,-999,26.303,1.289,-3.033,26.067,1.905,1.755,35.513,1.328,154.125,0,-999,-999,-999,-999,-999,-999,0,1.964935397,b
108579,356.823,116.783,268.859,48.57,-999,-999,-999,4.2,48.57,114.787,1.193,1.104,-999,52.354,0.671,0.185,62.433,-2.33,-2.754,55.328,0.16,250.857,0,-999,-999,-999,-999,-999,-999,0,2.887281622,b
108580,65.419,0.402,24.706,171.043,3.844,589.82,-3.588,0.96,16.782,327.304,1.123,0.961,0.469,23.398,-0.403,-0.826,26.273,-1.346,-0.644,121.727,-0.637,386.958,3,210.582,-1.597,2.35,34.184,2.247,-1.571,277.632,0.064060777,b
108581,120.667,42.867,85.907,9.658,0.414,114.762,3.267,3.079,6.518,184.432,0.979,-1.405,0,37.017,-0.78,-1.426,36.238,0.41,1.414,14.819,-2.507,242.179,2,59.479,-2.026,1.504,51.698,-1.612,-1.509,111.177,0.744056247,b
108582,85.886,33.349,68.939,15.748,-999,-999,-999,2.481,15.748,65.037,0.859,-1.414,-999,34.992,-0.496,-0.649,30.045,0.586,1.583,13.292,-2.726,115.723,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108583,250.87,25.214,190.972,153.772,-999,-999,-999,2.143,28.043,390.479,1.566,0.523,-999,85.01,0.326,-0.438,133.126,0.804,1.651,53.772,1.95,439.363,1,172.343,0.862,-2.007,-999,-999,-999,172.343,0.309795156,b
108584,79.759,37.802,59.728,2.207,-999,-999,-999,2.929,2.207,56.044,1.34,-1.384,-999,23.95,-0.839,-0.251,32.094,-1.678,2.556,11.901,-1.1,51.284,0,-999,-999,-999,-999,-999,-999,0,1.681611443,b
108585,-999,90.954,19.828,0.323,-999,-999,-999,0.662,0.323,60.949,1.393,-1.392,-999,25.468,0.681,0.834,35.481,0.297,0.295,59,-2.627,27.982,0,-999,-999,-999,-999,-999,-999,0,0.002653311,s
108586,120.556,28.461,78.363,128.404,6.619,3334.534,-10.94,1.438,1.942,362.559,0.509,0.389,0.868,78.598,0.529,-1.875,39.974,1.356,-0.699,62.446,-0.121,374.367,2,129.682,-3.196,1.237,114.305,3.423,-3.02,243.988,0.001502705,s
108587,100.999,24.738,53.397,120.465,5.772,991.341,-8.208,1.55,27.168,186.64,0.802,1.409,0.925,39.52,0.469,0.877,31.688,-0.456,-0.367,62.702,0.196,196.804,2,73.739,3.235,-2.834,41.692,-2.537,-2.339,115.432,0.071357137,b
108588,103.411,10.281,52.613,83.137,-999,-999,-999,2.317,5.831,129.307,1.219,1.216,-999,23.296,-0.495,-1.132,28.388,-1.56,0.925,59.599,0.675,147.872,1,77.623,-0.292,-2.632,-999,-999,-999,77.623,1.681611443,b
108589,-999,82.1,26.948,3.4,-999,-999,-999,0.887,3.4,62.334,1.067,-1.409,-999,30.156,-0.203,-2.109,32.178,-0.494,-2.947,55.19,0.651,130.917,0,-999,-999,-999,-999,-999,-999,0,4.281681936,b
108590,151.125,33.186,94.168,104.603,0.998,48.426,0.255,2.147,25.092,198.335,1.313,1.366,0,45.66,-1.754,2.798,59.955,-1.263,-1.395,50.737,-2.006,247.613,2,61.535,1.209,1.276,31.185,0.211,1.212,92.72,0.018636117,s
108591,121.677,41.431,95.222,61.312,2.725,171.615,-0.36,2.4,6.978,172.729,2.196,-0.802,0.99,26.418,0.616,-2.23,58.024,-1.086,-0.537,20.977,0.734,216.783,2,53.252,-2.586,-3.063,35.034,0.139,1.577,88.287,0.001502705,s
108592,126.151,31.691,85.529,17.398,2.272,171.258,1.563,3.299,44.858,172.942,1.581,1.41,0.025,26.195,2.006,-2.115,41.424,0.487,0.813,8.178,-1.261,313.504,2,60.589,-0.553,-1.902,44.734,-2.825,2.407,105.323,0.358539992,b
108593,113.021,17.709,83.973,1.229,-999,-999,-999,3.077,1.229,75.285,0.791,-1.406,-999,42.034,-0.415,-0.109,33.252,0.59,2.799,11.264,-2.534,65.991,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108594,75.159,16.329,52.419,235.226,5.146,1087.918,-5.014,0.882,22.448,416.033,5.509,1.409,0.969,24.661,0.022,0.095,135.856,-0.809,0.391,75.963,0.23,423.216,2,224.876,1.305,-3.058,30.64,-3.841,-1.683,255.516,0.001502705,s
108595,67.663,67.093,54.113,31.378,1.461,68.531,3.544,1.55,51.918,181.372,1.216,-1.283,0.002,29.959,-1.52,0.351,36.444,-0.159,1.093,31.167,-2.241,274.961,3,42.685,-2.75,-2.696,39.562,-1.289,-2.771,114.97,1.058426309,b
108596,122.726,33.247,93.07,0.917,-999,-999,-999,3.248,0.917,74.783,1.152,-1.412,-999,34.747,0.115,2.698,40.036,-1.276,-0.651,8.679,1.551,49.417,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108597,84.923,2.607,56.162,84.548,0.542,129.247,3.452,1.571,41.643,265.044,0.922,1.076,0,39.667,-1.648,2.146,36.584,-0.967,0.729,31.009,0.807,265.321,3,72.13,-1.607,-1.408,70.768,-2.148,2.835,188.793,0.307169524,b
108598,114.159,18.089,57.805,159.274,3.876,752.771,-3.238,1.555,72.124,358.397,1.356,1.225,0.99,35.201,0.702,-1.523,47.741,0.918,-3.063,101.601,-2.803,387.642,3,126.919,2.657,0.676,96.339,-1.219,0.619,275.455,0.001502705,s
108599,130.869,37.002,96.759,2.303,-999,-999,-999,3.102,2.303,93.399,1.089,-1.413,-999,44.713,-1.28,0.023,48.685,-0.733,3.076,7.996,-0.775,70.104,0,-999,-999,-999,-999,-999,-999,0,4.398550639,b
108600,104.3,20.083,61.296,54.426,-999,-999,-999,2.563,17.356,121.313,1.023,1.37,-999,30.75,1.633,0.493,31.445,2.145,-2.018,37.637,-1.426,191.569,1,59.118,2.101,1.63,-999,-999,-999,59.118,1.681611443,b
108601,102.835,8.3,71.573,23.61,-999,-999,-999,2.938,23.61,59.425,0.899,1.355,-999,31.29,-1.207,3.07,28.135,0.136,0.456,11.166,0.929,111.741,0,-999,-999,-999,-999,-999,-999,0,1.681611443,b
108602,79.026,34.377,53.788,54.004,1.363,136.384,5.023,2.25,60.22,168.725,1.649,-0.902,0,22.553,0.654,-2.026,37.187,0.118,2.071,43.533,1.189,168.044,2,57.317,1.661,1.568,51.669,3.024,-1.308,108.986,4.732043885,b
108603,105.066,72.37,95.405,48.212,-999,-999,-999,1.983,48.212,83.312,0.72,-0.333,-999,48.444,0.231,-0.238,34.869,-1.747,-0.092,38.009,-3.013,192.288,0,-999,-999,-999,-999,-999,-999,0,2.220484696,b
108604,-999,74.745,13.587,1.754,-999,-999,-999,0.51,1.754,53.305,0.987,-1.406,-999,26.829,-0.642,1.786,26.476,-0.913,2.218,53.248,-1.116,53.858,0,-999,-999,-999,-999,-999,-999,0,4.221150351,b
108605,127.493,19.538,81.132,177.555,-999,-999,-999,1.354,15.761,311.805,0.358,1.376,-999,103.501,-1.032,-0.741,37.08,-1.742,0.412,58.291,-0.011,413.328,1,171.224,1.784,2.905,-999,-999,-999,171.224,0.001502705,s
108606,90.941,15.289,64.821,18.38,-999,-999,-999,2.826,18.38,65.177,0.831,1.412,-999,35.587,0.119,-1.338,29.59,-0.194,1.47,7.709,0.409,161.671,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108607,135.939,92.24,67.366,30.888,0.393,65.325,8.167,2.746,31.373,138.245,2.56,1.183,0,20.973,1.922,-0.728,53.7,1.464,1.979,42.667,-0.621,146.342,2,31.909,-2.668,0.396,31.663,-3.061,-2.679,63.572,5.026015352,b
108608,91.757,39.352,64.432,29.543,-999,-999,-999,2.428,27.691,106.241,1.014,0.592,-999,33.396,-0.202,1.198,33.869,0.26,-2.701,12.377,1.001,180.972,1,38.977,0.149,-0.373,-999,-999,-999,38.977,1.681611443,b
108609,130.865,5.958,91.424,58.831,4.49,403.838,-1.128,2.68,1.232,173.824,1.682,0.648,0.235,32.829,-0.24,2.677,55.213,0.725,-1.106,28.175,-0.955,210.022,2,48.499,0.267,1.112,37.283,-4.223,2.74,85.782,0.001502705,s
108610,81.391,73.81,65.726,31.226,-999,-999,-999,2.04,4.455,107.122,1.923,-0.911,-999,24.839,-1.677,-2.098,47.773,-0.571,-0.383,28.559,2.842,153.852,1,34.51,-1.997,1.808,-999,-999,-999,34.51,2.379234193,b
108611,109.636,47.973,89.018,7.981,2.681,138.048,-0.483,2.797,25.854,140.713,0.617,-1.394,0.34,44.821,1.824,-2.648,27.638,0.247,-0.337,39.857,1.278,148.202,2,35.224,-2.486,0.986,33.03,0.194,-1.332,68.254,0.001502705,s
108612,133.47,36.397,87.74,61.762,-999,-999,-999,2.62,1.116,148.966,0.548,1.412,-999,56.412,0.187,2.899,30.938,-0.707,-0.922,26.25,-2.307,165.738,1,61.616,-2.238,0.535,-999,-999,-999,61.616,0.001502705,s
108613,93.721,5.696,50.744,59.494,2.201,83.003,-0.659,2.443,11.384,114.447,1.068,1.181,0.731,25.842,-0.444,3.113,27.604,-0.126,-0.748,46.669,-0.907,175.187,2,30.858,0.358,1.982,30.144,-1.844,2.344,61.002,1.454848473,b
108614,54.013,87.717,46.879,41.696,-999,-999,-999,1.216,9.251,134.882,2.183,-1.383,-999,27.356,1.286,-0.261,59.71,1.687,0.887,33.806,-2.692,207.305,1,47.816,1.61,-2.668,-999,-999,-999,47.816,2.109325146,b
108615,188.817,102.321,130.295,3.602,-999,-999,-999,3.01,3.602,131.835,1.555,-1.36,-999,51.607,-0.933,-0.678,80.228,-1.281,2.313,32.901,-1.013,101.216,0,-999,-999,-999,-999,-999,-999,0,4.603571758,b
108616,114.293,90.373,78.408,14.555,-999,-999,-999,2.404,14.555,86.261,1.841,-1.197,-999,30.362,0.075,1.776,55.899,0.514,-2.144,36.851,0.81,168.08,0,-999,-999,-999,-999,-999,-999,0,4.775609005,b
108617,135.177,42.905,101.306,6.732,-999,-999,-999,2.972,6.732,87.959,0.989,-1.412,-999,44.219,0.905,1.945,43.74,-0.241,-0.798,22.383,-2.308,236.69,0,-999,-999,-999,-999,-999,-999,0,0.00150187,s
108618,-999,74.393,63.185,21.729,-999,-999,-999,2.463,21.729,69.638,2.24,-1.411,-999,21.49,-0.811,-1.639,48.148,-0.184,0.743,37.805,2.861,69.148,0,-999,-999,-999,-999,-999,-999,0,5.024310554,b
108619,190.235,4.208,109.544,28.726,-999,-999,-999,2.79,4.154,148.876,0.413,0.583,-999,83.454,1.695,0.608,34.473,1.123,-2.945,41.435,-2.833,172.786,1,30.949,-2.196,-1.286,-999,-999,-999,30.949,0.001502705,s
108620,145.162,76.238,88.109,2.78,-999,-999,-999,3.129,2.78,91.411,1.844,-1.398,-999,32.142,2.438,-0.385,59.269,2.165,2.781,24.543,-0.294,91.591,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108621,84.861,14.687,49.968,54.503,2.447,173.956,-1.207,2.153,64.535,224.876,0.994,0.229,0.983,28.086,0.737,2.967,27.922,0.377,-1.193,44.882,-0.775,328.363,3,52.097,-0.685,-1.132,42.412,1.762,1.782,168.868,0.064060777,b
108622,117.982,21.65,81.313,38.419,-999,-999,-999,2.744,38.419,83.678,1.318,-1.271,-999,36.101,1.735,0.279,47.576,1.663,3.022,28.986,-2.67,205.812,0,-999,-999,-999,-999,-999,-999,0,4.408071019,b
108623,142.084,32.215,69.716,297.525,5.84,1655.33,-7.956,0.952,23.656,432.846,1.393,1.35,0.924,63.146,0.558,-0.828,87.953,0.067,-1.643,158.599,-1.369,516.235,2,249.682,2.165,1.904,32.065,-3.675,1.225,281.746,0.001502705,s
108624,93.393,14.988,68.167,81.793,-999,-999,-999,1.783,1.334,152.416,0.598,0.791,-999,44.844,0.984,-1.453,26.813,-0.678,-0.808,14.422,-1.59,155.89,1,80.759,0.045,1.873,-999,-999,-999,80.759,0.002653311,s
108625,108.35,27.915,72.744,66.154,3.106,246.61,-1.793,2.171,7.255,187.005,0.541,1.41,0.998,54.945,-0.438,1.272,29.743,-0.854,-2.88,20.499,2.201,197.931,2,52.379,0.766,-0.303,49.937,-2.34,-2.211,102.317,0.001502705,s
108626,101.317,41.727,70.619,37.677,2.145,175.945,3.021,2.749,26.802,172.805,0.905,1.359,0.013,33.594,-1.263,0.281,30.417,-0.203,2.817,20.033,0.803,382.459,2,56.442,0.97,2.424,52.353,3.115,-1.46,108.794,0.071357137,b
108627,98.402,30.493,71.821,30.677,-999,-999,-999,2.742,30.677,67.252,0.661,0.722,-999,40.496,0.472,-0.341,26.757,-0.533,2.211,9.193,-0.457,178.7,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108628,93.262,46.993,70.176,28.278,-999,-999,-999,2.858,3.639,94.474,0.782,-1.408,-999,35.33,-1.158,1.468,27.617,-2.237,-1.178,45.323,-2.631,157.569,1,31.528,-1.145,0.404,-999,-999,-999,31.528,2.017606438,b
108629,135.414,39.535,108.785,43.268,-999,-999,-999,2.262,1.972,160.811,1.102,-1.414,-999,56.718,1.803,-1.21,62.475,2.115,2.832,9.014,0.863,171.726,1,41.618,4.44,0.654,-999,-999,-999,41.618,0.001502705,s
108630,-999,61.343,44.506,1.34,-999,-999,-999,1.788,1.34,54.755,1.139,-1.408,-999,25.602,-1.61,1.648,29.154,-2.299,-0.002,36.845,-2.423,81.203,0,-999,-999,-999,-999,-999,-999,0,4.50514312,b
108631,125.683,31.196,97.442,3.07,-999,-999,-999,2.979,3.07,81.81,0.76,-1.402,-999,46.49,-0.142,0.648,35.319,1.174,-2.024,18.855,2.961,108.284,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108632,101.883,37.481,68.258,86.865,0.5,85.657,1.236,1.825,31.429,308.184,0.617,1.191,0.003,50.827,-1.464,-0.562,31.374,-0.542,1.013,28.345,-0.346,447.537,3,53.209,-0.89,-2.704,49.961,-1.389,1.795,225.983,0.083414031,b
108633,278.461,84.874,189.959,22.14,-999,-999,-999,4.143,22.14,90.642,1.326,-1.401,-999,38.962,0.829,2.756,51.681,-1.935,-0.441,35.093,2.533,90.858,0,-999,-999,-999,-999,-999,-999,0,2.874202546,b
108634,-999,147.374,152.642,45.706,0.346,213.498,4.019,2.795,0.904,373.745,2.07,-1.411,0,52.23,-0.475,-0.278,108.125,-0.998,-3.024,66.723,1.159,421.815,2,109.039,-1.839,-2.113,104.351,-2.185,0.606,213.39,0.744056247,b
108635,125.572,11.061,89.213,147.291,-999,-999,-999,1.544,30.566,261.24,0.365,1.387,-999,92.03,-0.962,-1.706,33.591,0.318,-0.843,31.737,-1.184,355.547,1,135.619,1.491,1.52,-999,-999,-999,135.619,0.001502705,s
108636,134.387,5.613,60.658,173.019,0.274,119.265,-0.016,1.739,29.985,299.958,1.227,0.922,0,35.727,-0.499,0.097,43.85,-0.673,1.827,133.308,1.9,345.95,3,112.649,0.083,-0.896,71.341,-0.191,-2.269,220.381,0.018636117,s
108637,-999,112.701,19.164,130.102,0.994,160.62,2.867,0.525,54.398,281.26,2.131,-0.059,0,24.897,-0.677,0.457,53.058,-0.315,0.838,116.792,2.433,329.47,3,134.384,2.262,-1.559,38.683,1.268,2.072,203.305,1.039962382,b
108638,-999,83.081,96.694,18.454,0.731,154.502,0.002,2.713,1.225,201.803,1.51,-1.235,0,22.778,0.633,-0.243,34.385,-1.947,0.596,56.153,3.074,232.27,2,80.778,-0.002,-0.937,63.862,-0.733,2.319,144.64,2.755546762,b
108639,-999,75.949,97.584,110.086,0.348,85.464,0.066,2.611,47.711,191.107,1.563,-0.103,0,23.833,0.757,0.849,37.257,-1.731,0.06,99.165,-1.29,319.906,2,96.04,-0.484,2.496,33.977,-0.136,-2.204,130.017,1.362810304,b
108640,-999,88.359,55.332,16.711,-999,-999,-999,1.679,32.269,113.828,1.004,-1.405,-999,35.463,1.652,-2.661,35.609,2.355,2.097,66.749,-0.171,153.277,1,42.756,-3.427,2.595,-999,-999,-999,42.756,1.903253751,b
108641,149.899,97.464,77.678,1.914,-999,-999,-999,3.173,1.914,79.242,2.884,-1.304,-999,20.4,2.224,1.604,58.842,1.243,-1.414,40.432,1.812,146.057,0,-999,-999,-999,-999,-999,-999,0,5.456359215,b
108642,119.979,11.125,75.997,44.683,-999,-999,-999,3.11,9.656,129.852,1.223,-1.41,-999,34.096,1.746,1.861,41.702,1.995,-1.239,37.604,-1.521,187.474,1,54.054,2.411,1.746,-999,-999,-999,54.054,0.018636117,s
108643,92.245,28.794,69.905,3.031,-999,-999,-999,2.826,3.031,70.088,0.839,-1.412,-999,38.103,1.35,-1.926,31.985,1.004,0.879,15.399,2.291,89.971,0,-999,-999,-999,-999,-999,-999,0,4.125683854,b
108644,89.207,32.364,61.981,1.919,-999,-999,-999,3.001,1.919,61.33,1.235,-1.392,-999,27.443,1.319,-0.939,33.888,0.925,2.036,7.974,-1.459,39.09,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108645,103.195,13.595,71.54,21.108,-999,-999,-999,3.131,21.108,72.845,0.668,-1.414,-999,43.684,-1.393,-2.342,29.161,-1.523,0.813,33.756,0.376,193.019,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108646,128.513,53.916,76.262,99.347,0.315,56.105,0.678,2.169,29.07,246.855,0.631,1.264,0.863,48.095,1.916,-1.902,30.34,0.778,-0.055,51.054,-1.564,331.772,3,82.495,0.996,1.987,53.868,0.681,1.284,168.42,0.002653311,s
108647,108.578,23.573,68.81,121.059,-999,-999,-999,1.693,0.955,209.259,0.418,1.401,-999,62.75,-0.344,2.115,26.261,0.844,0.909,45.333,1.606,237.612,1,120.248,0.697,-1.426,-999,-999,-999,120.248,0.001502705,s
108648,112.349,21.232,85.027,123.379,1.11,79.497,-0.15,1.651,25.621,228.015,2.308,0.128,0.984,30.358,-1.974,3,70.051,-0.326,2.887,26.046,2.384,293.419,2,78.519,0.158,-0.268,49.088,-0.952,0.109,127.607,2.564366245,b
108649,82.82,18.535,57.741,35.078,2.364,261.954,3.076,2.184,42.447,261.343,1.318,-0.69,0.017,28.3,0.359,-0.943,37.303,0.268,1.24,16.627,2.003,342.087,3,110.993,-3.297,-3.009,47.069,-0.933,-0.231,195.739,0.071357137,b
108650,101.123,17.927,66.356,47.774,-999,-999,-999,2.365,47.774,64.129,1.051,-0.047,-999,31.266,2.374,1.033,32.863,1.303,-1.076,34.958,-1.611,333.239,0,-999,-999,-999,-999,-999,-999,0,2.029227839,b
108651,113.777,0.937,68.837,52.087,-999,-999,-999,2.276,0.732,129.533,0.654,1.035,-999,46.547,0.9,2.551,30.427,0.632,0.291,35.905,0.32,121.288,1,52.559,-1.365,-2.051,-999,-999,-999,52.559,0.001502705,s
108652,113.965,16.105,59.299,84.632,-999,-999,-999,2.002,21.99,149.317,0.614,1.307,-999,44.785,1.168,-0.003,27.497,1.357,1.99,52.5,1.563,170.65,1,77.035,1.96,-2.241,-999,-999,-999,77.035,0.002653311,s
108653,132.874,28.617,94.741,33.437,3.422,281.293,-1.604,2.867,0.769,199.19,0.609,1.358,0.49,60.748,0.019,-2.809,36.985,0.294,0.62,6.077,-3.127,231.418,2,62.988,-2.862,-0.566,38.469,0.56,2.131,101.457,0.001502705,s
108654,94.726,21.555,69.443,2.898,-999,-999,-999,2.782,2.898,69.127,0.698,-1.39,-999,40.721,0.956,-2.642,28.406,0.381,0.919,15.9,-0.144,181.207,0,-999,-999,-999,-999,-999,-999,0,0.001502705,s
108655,-999,81.661,51.127,0.631,-999,-999,-999,1.601,0.631,68.025,1.152,-1.411,-999,31.606,-0.346,2.351,36.419,0.389,-2.511,51.052,-0.024,62.951,0,-999,-999,-999,-999,-999,-999,0,4.546383176,b
108656,-999,90.311,71.86,2.228,-999,-999,-999,1.929,2.228,84.065,1.204,-1.404,-999,38.136,-0.642,2.188,45.929,-1.324,0.384,51.26,-2.009,96.783,0,-999,-999,-999,-999,-999,-999,0,2.051425274,b
108657,106.499,23.38,80.024,13.961,-999,-999,-999,2.979,13.961,74.952,0.936,-1.399,-999,38.717,2.448,-0.721,36.234,1.672,2.686,21.242,1.816,100.194,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108658,103.576,78.039,57.824,54.852,-999,-999,-999,2.178,21.762,100.187,1.99,0.458,-999,20.607,1.698,2.044,41.011,0.592,0.168,45.32,2.431,167.886,1,38.57,-0.389,-1.195,-999,-999,-999,38.57,1.681611443,b
108659,97.687,40.533,74.371,3.253,-999,-999,-999,2.921,3.253,70.169,1.292,-1.397,-999,30.615,0.666,2.864,39.555,-0.135,-0.61,11.586,1.875,71.769,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108660,257.028,58.722,183.239,20.514,0.509,219.182,3.771,3.979,31.081,484.849,1.457,-1.409,0,29.749,2.233,-1.548,43.357,-0.968,2.372,33.878,0.626,557.863,3,120.387,2.213,-2.813,91.058,1.704,0.3,411.744,0.744056247,b
108661,-999,82.16,40.325,18.832,-999,-999,-999,1.542,18.832,57.706,1.174,-1.407,-999,26.54,-0.393,-2.822,31.166,-0.625,-1.297,60.667,1.177,131.002,0,-999,-999,-999,-999,-999,-999,0,4.341113961,b
108662,106.403,29.111,80.642,106.486,1.792,109.58,4.706,2.186,3.997,221.626,4.326,1.366,0.584,21.142,1.122,-0.979,91.462,1.69,-3.09,25.374,-2.476,334.106,2,72.468,1.451,0.31,36.554,3.243,0.574,109.022,2.322287827,b
108663,110.261,8.53,84.18,38.26,-999,-999,-999,2.903,0.894,124.088,2.299,-1.349,-999,26.121,0.692,0.627,60.04,1.467,-2.171,2.749,-2.847,88.396,1,37.927,0.121,1.136,-999,-999,-999,37.927,1.681611443,b
108664,70.447,40.112,52.232,20.335,-999,-999,-999,2.803,20.335,51.79,1.196,-1.413,-999,23.587,-1.402,2.417,28.203,-1.889,-1.106,28.216,0.475,108.582,0,-999,-999,-999,-999,-999,-999,0,4.441424561,b
108665,125.928,89.344,90.3,6.47,-999,-999,-999,2.917,6.47,82.948,1.97,-1.291,-999,27.925,0.994,1.672,55.023,-0.172,-1.938,36.866,0.948,154.773,0,-999,-999,-999,-999,-999,-999,0,5.331629284,b
108666,59.209,46.666,47.613,75.044,-999,-999,-999,1.291,28.334,144.078,2.455,-0.002,-999,21.973,-1.923,-2.31,53.937,-0.631,-2.326,17.411,2.226,164.367,1,68.168,-1.753,0.976,-999,-999,-999,68.168,2.539124038,b
108667,124.219,85.496,66.436,1.822,-999,-999,-999,2.962,1.822,73.908,2.67,-1.209,-999,20.136,0.281,0.729,53.773,0.616,-2.214,34.018,0.99,40.4,0,-999,-999,-999,-999,-999,-999,0,2.254475589,b
108668,-999,72.431,51.683,27.479,-999,-999,-999,2.283,27.479,58.422,1.701,-1.414,-999,21.629,1.038,-2.862,36.793,1.301,-0.594,49.252,1.441,151.161,0,-999,-999,-999,-999,-999,-999,0,4.645590444,b
108669,106.681,99.096,92.645,17.379,-999,-999,-999,2.216,17.379,103.472,1.621,-1.31,-999,39.483,-2.192,-0.679,63.99,-1.647,1.469,40.194,-2.103,213.353,0,-999,-999,-999,-999,-999,-999,0,4.718585106,b
108670,106.706,77.432,78.593,4.805,-999,-999,-999,2.782,4.805,80.743,1.708,-1.355,-999,29.811,-0.141,-1.035,50.932,-0.608,1.708,30.602,-1.828,131.307,0,-999,-999,-999,-999,-999,-999,0,4.72358865,b
108671,75.166,94.712,67.503,34.331,-999,-999,-999,1.766,34.331,90.903,2.133,-1.085,-999,29.012,0.462,-1.259,61.891,-0.112,0.411,36.307,-2.82,182.384,0,-999,-999,-999,-999,-999,-999,0,2.138381079,b
108672,99.507,42.794,66.765,73.213,-999,-999,-999,3.235,17.583,139.642,2.28,-1.414,-999,20.34,1.756,-0.684,46.372,0.928,2.472,54.046,1.589,252.736,1,72.93,2.864,-1.03,-999,-999,-999,72.93,0.018636117,s
108673,103.948,19.379,75.484,2.608,-999,-999,-999,3.123,2.608,73.988,1.015,-1.414,-999,36.713,0.288,1.525,37.275,-0.115,-1.572,4.309,2.97,105.183,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
108674,-999,69.249,32.289,2.441,-999,-999,-999,1.405,2.441,51.096,1.552,-1.393,-999,20.026,-2.42,0.938,31.07,-2.363,-0.466,41.706,-3.053,102.907,0,-999,-999,-999,-999,-999,-999,0,4.537885852,b
108675,173.759,107.97,96.028,2.181,-999,-999,-999,3.184,2.181,100.875,2.284,1.414,-999,30.718,1.309,-2.91,70.157,1.83,0.231,41.542,-2.924,61.836,0,-999,-999,-999,-999,-999,-999,0,4.978257394,b
108676,89.82,18.043,64.612,1.765,-999,-999,-999,3.158,1.765,59.181,1.003,-1.414,-999,29.545,0.664,2.199,29.636,1.517,-0.842,4.73,-2.575,90.05,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
